01  -0.5 1
02  -9.3 1
03  -5.4 1
04  12.3 1
05  -2.0 1
06 -10.2 1
07 -12.2 1
08  11.6 1
09  -7.1 1
10   6.2 1
11  -0.2 1
12  -9.2 1
13   8.3 1
14   3.3 1
15  11.3 1
16   0.0 1
17  -1.0 1
18 -10.6 1
19  -4.6 1
20  -6.7 1
21   2.8 1
22   0.3 1
23   1.8 1
24   3.7 1
25  15.9 1
26 -10.2 1
27  11.4 2
28  11.0 2
29   5.5 2
30   9.4 2
31  13.6 2
32  -2.9 2
33  -0.1 2
34   7.4 2
35  21.5 2
36  -5.3 2
37  -3.8 2
38  13.4 2
39  13.1 2
40   9.0 2
41   3.9 2
42   5.7 2
43  10.7 2
