       1       1       9     107
       1       1       8     133
       1       1      12     123
       1       1      10      94
       1       1       7      83
       1       1      10      86
       1       1       9     112
       1       1      11     117
       1       1       8     130
       1       1      10     111
       1       1       8     102
       1       1      10     120
       1       1       8     118
       1       1      11     134
       1       1      10      97
       1       2      12     101
       1       2       7      75
       1       2      14     138
       1       2       4      94
       1       2       8     138
       1       2      11     127
       1       2      16     126
       1       2      17     124
       1       2       5     100
       1       2       6     103
       1       2       9     120
       1       2       6      91
       1       2       6     138
       1       2       7      88
       1       2      16     118
       1       3       8      64
       1       3       8     135
       1       3       9     130
       1       3       1     106
       1       3       9     123
       1       3       7     117
       1       3      16     124
       1       3      19     141
       1       3       1      95
       1       3       1      98
       1       3      22      95
       1       3      12     103
       1       3      18     134
       1       3       8     119
       1       3      10     123
       2       1      27     126
       2       1      34     154
       2       1      19     113
       2       1      20      87
       2       1      56     125
       2       1      35     130
       2       1      23     103
       2       1      37     139
       2       1       4      85
       2       1      30     131
       2       1       4      98
       2       1      42     107
       2       1      34     107
       2       1      19      96
       2       1      49     143
       2       2      48     113
       2       2      29     100
       2       2      34     114
       2       2       6      74
       2       2      18      76
       2       2      63     162
       2       2       9      80
       2       2      54     118
       2       2      28      99
       2       2      71     146
       2       2      60     132
       2       2      54     135
       2       2      51     111
       2       2      25     106
       2       2      49      96
       2       3      34     108
       2       3      65     191
       2       3      55     112
       2       3      33      98
       2       3      42     128
       2       3      54     145
       2       3      21      76
       2       3      44     107
       2       3      61     128
       2       3      38     128
       2       3      75     142
       2       3      61     144
       2       3      51     131
       2       3      32     110
       2       3      47     132
       3       1      15     110
       3       1       2      96
       3       1       2     112
       3       1      14     114
       3       1       5     137
       3       1       0     125
       3       1      16     168
       3       1      14     102
       3       1       9     109
       3       1      17     111
       3       1      15     137
       3       1       9     106
       3       1       3     117
       3       1      15     101
       3       1      13     116
       3       2       7      93
       3       2       0     102
       3       2       6     108
       3       2       0     100
       3       2      12     123
       3       2      17     131
       3       2       1      99
       3       2      11     116
       3       2       4      81
       3       2       4     103
       3       2       3      78
       3       2       5     103
       3       2      16     139
       3       2       5     101
       3       2      11     102
       3       3       3     130
       3       3       2      83
       3       3       0      91
       3       3       0      92
       3       3       6     109
       3       3       2     106
       3       3       0      99
       3       3       6     109
       3       3       4     136
       3       3       1     102
       3       3       0     119
       3       3       0      84
       3       3       6      68
       3       3       2      67
       3       3       3     114
