01 39.1 1
02 38.0 1
03 14.9 1
04 20.7 1
05 19.5 1
06 32.2 1
07 11.0 1
08 20.7 1
09 26.4 1
10 35.7 1
11 26.4 1
12 28.8 1
13 33.4 1
14 13.7 1
15 46.1 1
16 13.7 1
17 23.0 1
18 20.7 1
19 19.5 1
20 11.4 1
21 24.1 1
22 17.2 1
23 38.0 1
24 10.3 1
25 35.7 1
26 41.5 1
27 18.4 1
28 36.8 1
29 54.1 1
30 11.4 1
31 08.7 1
32 23.0 1
33 14.3 1
34 05.3 1
35 06.3 1
36 24.0 2
37 17.0 2
38 35.8 2
39 18.0 2
40 -1.7 2
41 11.1 2
42 10.1 2
43 16.1 2
44 -0.7 2
45 14.1 2
46 25.9 2
47 23.0 2
48 20.0 2
49 14.1 2
50 -1.7 2
51 19.0 2
52 20.0 2
53 30.9 2
54 30.9 2
55 22.0 2
56 06.2 2
57 27.9 2
58 14.1 2
59 33.8 2
60 26.9 2
61 05.2 2
62 13.1 2
63 19.0 2
64 -15.5 2
