01 1  96
02 1 127
03 1 127
04 1 137
05 1 114
06 1 119
07 1 109
08 1 109
09 1 143
10 1 109
11 1 116
12 1 114
13 1 143
14 1 109 
15 1 117
16 1 127
17 1 112
18 1 112
19 1  98
20 1 137
21 1 112
22 1 109
23 1 119
24 1 106
25 1 109
26 2 114
27 2  88
28 2 102
29 2 127
30 2 104
31 2 104
32 2  91
33 2  96
34 2 104
35 2 106
36 2  91
37 2 102
38 2 104
39 2 100
40 2 114
41 2 109
42 2 109
43 2 119 
44 2  91 
45 2  81 
46 2 114
47 2 119
48 2 102
49 2 111
50 2  80
51 2 119
52 2 119
53 2 123
54 2 119
55 2 114
56 2 132

