001 1 1 0
002 1 1 3
003 1 1 4
004 1 1 2
005 1 1 3
006 1 1 3
007 1 1 4
008 1 1 0
009 1 1 5
010 1 1 4
011 1 1 6
012 1 1 4
013 1 1 2
014 1 1 3
015 1 1 4
016 1 1 2
017 1 1 4
018 1 1 7
019 1 2 4
020 1 2 3
021 1 2 2
022 1 2 0
023 1 2 3
024 1 2 2
025 1 2 4
026 1 2 2
027 1 2 4
028 1 2 4
029 1 2 2
030 1 2 4
031 1 3 3
032 1 3 2
033 1 3 2
034 1 3 5
035 1 3 4
036 1 3 2
037 1 3 3
038 1 3 4
039 1 3 3
040 1 3 6
041 1 3 1
042 1 3 3
043 2 1 6
044 2 1 5
045 2 1 4
046 2 1 5
047 2 1 5
048 2 1 8
049 2 1 6
050 2 1 5
051 2 1 6
052 2 1 4
053 2 1 5
054 2 1 5
055 2 1 6
056 2 1 5
057 2 1 5
058 2 1 6
059 2 1 6
060 2 1 4
061 2 2 5
062 2 2 4
063 2 2 6
064 2 2 3
065 2 2 4
066 2 2 1
067 2 2 5
068 2 2 5
069 2 2 6
070 2 2 5
071 2 2 5
072 2 2 4
073 2 3 3
074 2 3 4
075 2 3 6
076 2 3 3
077 2 3 4
078 2 3 5
079 2 3 4
080 2 3 6
081 2 3 3
082 2 3 6
083 2 3 3
084 2 3 6
085 3 1 4
086 3 1 4
087 3 1 2
088 3 1 1
089 3 1 3
090 3 1 0
091 3 1 4
092 3 1 0
093 3 1 0
094 3 1 2
095 3 1 0
096 3 1 3
097 3 1 1
098 3 1 0
099 3 1 2
100 3 1 2
101 3 1 2
102 3 1 3
103 3 2 4
104 3 2 2
105 3 2 0
106 3 2 4
107 3 2 1
108 3 2 3
109 3 2 2
110 3 2 2
111 3 2 2
112 3 2 2
113 3 2 0
114 3 2 4
115 3 3 5
116 3 3 2
117 3 3 0
118 3 3 2
119 3 3 3
120 3 3 2
121 3 3 5

