1 -23.01
1   7.41
1   6.85
1  -9.44
1   1.19
1  -5.38
1   6.92
1 -12.27
1  14.71
1   9.27
1  24.89
1   6.93
1  -8.10
1  -2.32
1   9.04
1  -5.23
1  10.71
1  31.59
1  20.56
1   0.16
1 -15.13
1  -9.09
1  -6.88
1  20.40
1  22.27
1  -1.11
1  15.75
1 -24.08
1   5.36
1   4.99
1  20.42
1  10.20
1 -21.49
1  30.10
1  23.80
1 -13.51
1  28.97
1  22.51
1   5.46
1   0.27
1  14.14
1 -10.08
1  24.53
1 -13.71
1 -10.34
1   9.51
1 -10.59
1  18.78
1  -0.07
2 -19.28
2  -0.62
2   3.39
2   0.81
2   4.82
2  -2.28
2 -18.75
2 -16.32
2  -3.09
2  -4.50
2   5.65
2  -8.20
2   7.98
2   3.81
2  -5.33
2  11.40
2   6.63
2  -0.66
2  11.37
2  -5.99
2  -2.84
2 -18.65
2   5.34
2   1.95
2  11.41
2   4.74
2   7.09
2   1.03
2   6.04
2  -3.85
2 -14.36
2   4.71

