001  40  1  1
002  41  1  1
003  47  1  1
004  38  1  1
005  40  1  1
006  37  1  1
007  38  1  1
008  47  1  1
009  45  1  1
010  61  1  1
011  54  1  1
012  67  1  1
013  49  1  1
014  43  1  1
015  52  1  1
016  39  1  1
017  46  1  1
018  47  1  1
019  45  1  1
020  43  1  1
021  39  1  1
022  49  1  1
023  50  1  1
024  44  1  1 
025  53  1  1
026  46  1  1
027  64  1  1
028  51  1  1
029  40  1  1
030  41  1  1
031  44  1  1
032  48  1  1
033  50  1  1
034  42  1  1
035  90  1  1
036  51  1  1
037  55  1  1
038  60  1  1
039  47  1  1
040  45  1  1
041  41  1  1
042  42  1  1
043  72  1  1
044  36  1  1
045  43  1  1
046  94  1  1
047  45  1  1
048  51  1  1
049  46  1  1
050  52  1  1
051  52  1  2
052  45  1  2
053  74  1  2
054  56  1  2
055  53  1  2
056  59  1  2
057  43  1  2
058  46  1  2
059  51  1  2
060  40  1  2
061  48  1  2
062  47  1  2
063  57  1  2
064  54  1  2
065  44  1  2
066  56  1  2
067  47  1  2
068  62  1  2
069  44  1  2
070  53  1  2
071  48  1  2
072  50  1  2
073  58  1  2
074  52  1  2
075  57  1  2
076  66  1  2
077  49  1  2
078  59  1  2
079  56  1  2
080  71  1  2
081  76  1  2
082  54  1  2
083  71  1  2
084 104  1  2
085  44  1  2
086  67  1  2
087  45  1  2
088  79  1  2
089  46  1  2
090  57  1  2
091  58  1  2
092  47  1  2
093  73  1  2
094  67  1  2
095  46  1  2
096  57  1  2
097  52  1  2
098  61  1  2
099  72  1  2
100 104  1  2
101  73  3  1
102  83  3  1
103  55  3  1
104  59  3  1
105  51  3  1
106  65  3  1
107  61  3  1
108  64  3  1
109  63  3  1
110  86  3  1
111  42  3  1
112  65  3  1
113  62  3  1
114  62  3  1
115  51  3  1
116  62  3  1
117  72  3  1
118  55  3  1
119  58  3  1
120  46  3  1
121  67  3  1
122  56  3  1
123  52  3  1
124  46  3  1
125  62  3  1
126  51  3  1
127  51  3  1
128  61  3  1
129  60  3  1
130  75  3  1
131  53  3  1
132  59  3  1
133  56  3  1
134  50  3  1
135  43  3  1
136  58  3  1
137  67  3  1
138  52  3  1
139  56  3  1
140  80  3  1
141  53  3  1
142  72  3  1
143  62  3  1
144  59  3  1
145  47  3  1
146  62  3  1
147  53  3  1
148  52  3  1
149  46  3  1
150  60  3  1
151  73  3  2
152  47  3  2
153  63  3  2
154  63  3  2
155  56  3  2
156  66  3  2
157  72  3  2
158  58  3  2
159  60  3  2
160  69  3  2
161  74  3  2
162  51  3  2
163  49  3  2
164  69  3  2
165  51  3  2
166  60  3  2
167  52  3  2
168  72  3  2
169  58  3  2
170  74  3  2
171  59  3  2
172  63  3  2
173  60  3  2
174  66  3  2
175  59  3  2
176  61  3  2
177  50  3  2
178  67  3  2
179  63  3  2
180  61  3  2
181  80  3  2
182  63  3  2
183  60  3  2
184  64  3  2
185  64  3  2
186  57  3  2
187  59  3  2
188  58  3  2
189  59  3  2
190  60  3  2
191  62  3  2
192  63  3  2
193  67  3  2
194  78  3  2
195  61  3  2
196  52  3  2
197  51  3  2
198  56  3  2
199  95  3  2
200  54  3  2
201  39  5  1
202  65  5  1
203  53  5  1
204  46  5  1
205  78  5  1
206  60  5  1
207  71  5  1
208  58  5  1
209  87  5  1
210  77  5  1
211  62  5  1
212  94  5  1
213  81  5  1
214  46  5  1
215  49  5  1
216  62  5  1
217  55  5  1
218  59  5  1
219  88  5  1
220  56  5  1
221  77  5  1
222  67  5  1
223  79  5  1
224  54  5  1
225  83  5  1
226  75  5  1
227  67  5  1
228  60  5  1
229  65  5  1
230  62  5  1
231  62  5  1
232  62  5  1
233  60  5  1
234  58  5  1
235  67  5  1
236  48  5  1
237  51  5  1
238  67  5  1
239  98  5  1
240  64  5  1
241  57  5  1
242  67  5  1
243  55  5  1
244  55  5  1
245  66  5  1
246  60  5  1
247  57  5  1
248  54  5  1
249  78  5  1
250  69  5  1
251  66  5  2
252  53  5  2
253  61  5  2
254  74  5  2
255  76  5  2
256  69  5  2
257  82  5  2
258  56  5  2
259  66  5  2
260  63  5  2
261  69  5  2
262  76  5  2
263  71  5  2
264  65  5  2
265  67  5  2
266  67  5  2
267  55  5  2
268  65  5  2
269  58  5  2
270  64  5  2
271  65  5  2
272  81  5  2
273  69  5  2
274  69  5  2
275  63  5  2
276  68  5  2
277  70  5  2
278  80  5  2
279  68  5  2
280  63  5  2
281  74  5  2
282  61  5  2
283  85  5  2
284 125  5  2
285  59  5  2
286  61  5  2
287  74  5  2
288  76  5  2
289  62  5  2
290  83  5  2
291  58  5  2
292  72  5  2
293  65  5  2
294  61  5  2
295  95  5  2
296  58  5  2
297  64  5  2
298  66  5  2
299  66  5  2
300  72  5  2
