1  36
1  62
1  70
1  70
1  72
1  72
1  73
1  75
1  75
1  76
1  76
1  76
1  76
1  76
1  76
1  77
1  78
1  78
1  78
1  78
1  78
1  80
1  80
1  80
1  81
1  82
1  82
1  82
1  83
1  84
1  84
1  85
1  85
1  85
1  86
1  86
1  86
1  86
1  86
1  86
1  87
1  92
1  92
1  94
2  41
2  60
2  63
2  65
2  66
2  68
2  70
2  71
2  74
2  74
2  75
2  75
2  75
2  75
2  75
2  76
2  76
2  76
2  76
2  77
2  78
2  78
2  78
2  79
2  79
2  80
2  80
2  80
2  80
2  80
2  81
2  81
2  81
2  81
2  82
2  82
2  82
2  82
2  83
2  83
2  84
2  84
2  84
2  84
2  85
2  85
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  86
2  87
2  87
2  88
2  88
2  88
2  88
2  88
2  88
2  89
2  89
2  90
2  90
2  90
2  90
2  90
2  90
2  90
2  90
2  90
2  91
2  93
2  93
2  95
2  96

