1 1  9
1 1  8
1 1  6
1 1  8
1 1 10
1 1  4
1 1  6
1 1  5
1 1  7
1 1  7
1 2  7
1 2  9
1 2  6
1 2  6
1 2  6
1 2 11
1 2  6
1 2  3
1 2  8
1 2  7
1 3 11
1 3 13
1 3  8
1 3  6
1 3 14
1 3 11
1 3 13
1 3 13
1 3 10
1 3 11
1 4 12
1 4 11
1 4 16
1 4 11
1 4  9
1 4 23
1 4 12
1 4 10
1 4 19
1 4 11
1 5 10
1 5 19
1 5 14
1 5  5
1 5 10
1 5 11
1 5 14
1 5 15
1 5 11
1 5 11
2 1  8
2 1  6
2 1  4
2 1  6
2 1  7
2 1  6
2 1  5
2 1  7
2 1  9
2 1  7
2 2 10
2 2  7
2 2  8
2 2 10
2 2  4
2 2  7
2 2 10
2 2  6
2 2  7
2 2  7
2 3 14
2 3 11
2 3 18
2 3 14
2 3 13
2 3 22
2 3 17
2 3 16
2 3 12
2 3 11
2 4 20
2 4 16
2 4 16
2 4 15
2 4 18
2 4 16
2 4 20
2 4 22
2 4 14
2 4 19
2 5 21
2 5 19
2 5 17
2 5 15
2 5 22
2 5 16
2 5 22
2 5 22
2 5 18
2 5 21

