subj block task isi lagt2 t2in reponset1 reponset2 correct1 correct2
paloma b test 3 1 2 0 True False
paloma b test 0 0 3 0 True True
paloma b test 8 1 1 1 True True
paloma b test 0 0 1 0 True True
paloma b test 0 0 2 0 False True
paloma b test 6 1 4 0 True False
paloma b test 8 1 2 0 True False
paloma b test 8 1 1 1 True True
paloma b test 4 1 4 1 True True
paloma b test 4 1 3 0 False False
paloma b test 3 1 4 0 True False
paloma b test 0 0 3 1 False False
paloma b test 4 1 1 0 False False
paloma b test 5 1 3 0 True False
paloma b test 1 1 2 0 True False
paloma b test 2 1 2 1 True True
paloma b test 0 0 1 0 False True
paloma b test 0 0 2 0 True True
paloma b test 8 1 3 0 True False
paloma b test 2 1 3 0 True False
paloma b test 2 1 2 0 True False
paloma b test 8 1 1 1 True True
paloma b test 2 1 1 1 True True
paloma b test 0 0 1 1 True False
paloma b test 0 0 2 0 False True
paloma b test 8 1 1 1 True True
paloma b test 4 1 2 0 True False
paloma b test 1 1 3 0 True False
paloma b test 0 0 1 0 True True
paloma b test 0 0 1 0 True True
paloma b test 1 1 1 0 True False
paloma b test 7 1 1 0 True False
paloma b test 0 0 4 0 True True
paloma b test 3 1 3 0 True False
paloma b test 0 0 3 0 True True
paloma b test 0 0 3 0 True True
paloma b test 6 1 1 1 True True
paloma b test 6 1 2 1 True True
paloma b test 5 1 1 0 True False
paloma b test 6 1 3 1 True True
paloma b test 0 0 1 0 True True
paloma b test 1 1 1 1 True True
paloma b test 6 1 2 0 True False
paloma b test 7 1 1 1 False True
paloma b test 4 1 4 0 True False
paloma b test 2 1 1 0 True False
paloma b test 5 1 1 1 True True
paloma b test 3 1 1 1 True True
paloma b test 5 1 3 1 False True
paloma b test 0 0 2 0 True True
paloma b test 0 0 1 0 True True
paloma b test 2 1 1 0 False False
paloma b test 8 1 3 0 True False
paloma b test 1 1 3 0 True False
paloma b test 0 0 1 0 True True
paloma b test 4 1 3 0 False False
paloma b test 6 1 1 1 True True
paloma b test 5 1 1 1 True True
paloma b test 3 1 1 1 True True
paloma b test 1 1 4 0 True False
paloma b test 4 1 3 0 False False
paloma b test 2 1 4 0 True False
paloma b test 7 1 2 0 True False
paloma b test 8 1 1 1 True True
paloma b test 7 1 3 0 True False
paloma b test 5 1 0 0 False False
paloma b test 3 1 1 0 True False
paloma b test 7 1 3 1 True True
paloma b test 7 1 4 0 True False
paloma b test 5 1 2 0 True False
paloma b test 0 0 3 3 True False
paloma b test 4 1 1 0 False False
paloma b test 6 1 4 1 False True
paloma b test 5 1 2 0 True False
paloma b test 7 1 4 0 False False
paloma b test 0 0 2 0 True True
paloma b test 1 1 4 0 True False
